[1,-2.836925332,-2.586979052,-0.910605431,-1.16724761,1.754399776,4.645486832,-1.172258702,-0.209967432,0.196023108,0.582507975,-3.046835947, 0.29456722796930584]
[2,-2.821373765,-2.484776159,-1.111484528,-1.065419511,1.753693104,4.661397934,-1.114338557,-0.209938269,0.196031551,0.582245112,-3.046634291, 0.2946150008073268]
[3,-2.802430216,-2.388520857,-1.29811573,-0.971838788,1.752746105,4.68042469,-1.051234387,-0.210006014,0.195980378,0.582471408,-3.046880353, 0.29456089526299684]
[4,-2.786410157,-2.321196219,-1.426854134,-0.907424764,1.751943111,4.69662571,-1.00283555,-0.209981693,0.196018471,0.582474633,-3.04682399, 0.2946394234541774]
[5,-2.771813933,-2.250488897,-1.560051918,-0.842246847,1.75108099,4.711362839,-0.949721308,-0.205029822,0.196038506,0.582478269,-3.046799595, 0.29455099208178387]
[6,-2.75087649,-2.185838839,-1.680283546,-0.782848195,1.749870777,4.73253727,-0.897662466,-0.205026169,0.196015973,0.582470328,-3.046792629, 0.2946087890208767]
[7,-2.730605427,-2.122821947,-1.795105934,-0.727328138,1.748601437,4.753029346,-0.845773204,-0.202191028,0.196074697,0.582448614,-3.046739509, 0.2946378419101849]
[8,-2.702309195,-2.057488104,-1.91209507,-0.670720891,1.746635914,4.781597137,-0.78971169,-0.202176651,0.196007758,0.582487586,-3.046833655, 0.29454797576516595]
[9,-2.678819243,-1.998736044,-2.014239311,-0.623143033,1.744946957,4.805299759,-0.739737349,-0.19788999,0.196028873,0.582499431,-3.046796279, 0.2945743689415357]
[10,-2.645733182,-1.935139319,-2.112124443,-0.583020048,1.74238348,4.83872509,-0.688552326,-0.197879531,0.199404448,0.582467191,-3.046746446, 0.2946093646577635]
[11,-2.605865304,-1.873291632,-2.212521553,-0.537716703,1.739004612,4.878904343,-0.635088954,-0.197869595,0.199353838,0.582528525,-3.046809564, 0.2945605445710455]
[12,-2.574153725,-1.820350309,-2.294293404,-0.503543691,1.736141682,4.910908699,-0.591522727,-0.193854873,0.199366995,0.582447823,-3.046817229, 0.29457225716768887]
[13,-2.515600745,-1.749173304,-2.398663521,-0.460788564,1.730391026,4.969791889,-0.53306549,-0.193867308,0.199359119,0.58254716,-3.046811147, 0.29456725518439203]
[14,-2.450842206,-1.680321833,-2.491719246,-0.426359014,1.723370075,5.0349617,-0.479558689,-0.193858959,0.199378859,0.582404528,-3.046783892, 0.2945980629708004]
[15,-2.386775796,-1.610782763,-2.576254845,-0.401893453,1.715786457,5.099124908,-0.431222102,-0.189988252,0.199342981,0.582525984,-3.046835565, 0.2945011487691261]
[16,-2.84280235,-2.49927487,-1.108614922,-0.934666471,1.708598614,4.650341034,-1.133887487,-0.185364925,0.19787495,0.55446292,-2.927817224, 0.23656100885709472]
[17,-2.828140084,-2.417874952,-1.268078804,-0.854585485,1.706130505,4.664940834,-1.080903852,-0.185337214,0.197743729,0.554362997,-2.927821867, 0.23653336529113086]
[18,-2.809109275,-2.345713755,-1.407828331,-0.78450282,1.702871799,4.683805943,-1.028862421,-0.188703279,0.197728405,0.554356548,-2.92786833, 0.23648681518471262]
[19,-2.795024697,-2.27756848,-1.537971497,-0.720601873,1.700510502,4.697760582,-0.977480573,-0.185229689,0.197766633,0.554318837,-2.927810826, 0.23656319274833618]
[20,-2.778956715,-2.2105576,-1.664412498,-0.659212903,1.69768095,4.713601112,-0.924189068,-0.181414506,0.197690938,0.554379652,-2.927887387, 0.2364648073864605]
[21,-2.755698029,-2.147792479,-1.780966759,-0.602473096,1.693592548,4.736618996,-0.871371847,-0.182602317,0.197737751,0.554345921,-2.927835581, 0.23650806519375225]
[22,-2.733801667,-2.079680105,-1.904858589,-0.544065313,1.689683437,4.758200645,-0.813563197,-0.177867821,0.197741478,0.554392524,-2.927826176, 0.23651010747644063]
[23,-2.710828129,-2.024145742,-2.003746986,-0.498082952,1.68548727,4.780890465,-0.765226778,-0.175638308,0.197716122,0.554363836,-2.927868725, 0.23647933948578556]
[24,-2.683613364,-1.966457506,-2.103775978,-0.452699499,1.680438519,4.807692528,-0.714766678,-0.173261113,0.197732273,0.55440557,-2.927844345, 0.23646019930848333]
[25,-2.644808594,-1.908943316,-2.200657845,-0.409198598,1.673136234,4.845973015,-0.663344018,-0.175851685,0.197744916,0.554345018,-2.927815472, 0.236545964233725]
[26,-2.603299443,-1.843838354,-2.302845955,-0.368086652,1.665102482,4.886786938,-0.608527655,-0.173995098,0.198532202,0.554375428,-2.92782116, 0.23651263175279838]
[27,-2.555246655,-1.783618113,-2.394536018,-0.332441167,1.655630589,4.934041977,-0.557880142,-0.173976402,0.198500873,0.554327266,-2.927925427, 0.2365060824361162]
[28,-2.512799088,-1.717814108,-2.487036705,-0.302278356,1.64710474,4.975625038,-0.508143779,-0.16572352,0.198538235,0.554383625,-2.927831739, 0.23655052684222774]
[29,-2.430729214,-1.639765879,-2.586518288,-0.275426702,1.63014555,5.056017876,-0.450428324,-0.167582655,0.198497069,0.554392982,-2.927899996, 0.2364358680067669]
[30,-2.352083985,-1.561584787,-2.671782494,-0.264269666,1.613577366,5.132895947,-0.401351572,-0.164809664,0.198542214,0.554404907,-2.927808632, 0.2365137854908864]
[31,-2.864538972,-2.494316717,-1.119402885,-0.931837873,1.712193012,4.628720284,-1.134056328,-0.160077714,0.196974945,0.554418293,-2.927786266, 0.23646808614655662]
[32,-2.853777711,-2.407395025,-1.289124489,-0.847554998,1.710491657,4.639397621,-1.077714931,-0.155830416,0.196963969,0.554401244,-2.927815944, 0.23652102955070617]
[33,-2.839187447,-2.335565706,-1.428004265,-0.778530912,1.708058834,4.653889656,-1.026105725,-0.155799005,0.196900723,0.554361776,-2.92786817, 0.23648330439774817]
[34,-2.823448245,-2.269786497,-1.553514481,-0.716657476,1.705411434,4.669480801,-0.975737997,-0.155776286,0.196939953,0.554363723,-2.927857815, 0.23646435024098872]
[35,-2.805841748,-2.20410647,-1.677233696,-0.65628417,1.702415943,4.686923981,-0.922939327,-0.155047097,0.19693706,0.554345485,-2.927862494, 0.23645512503005797]
[36,-2.794151131,-2.143177649,-1.789942741,-0.602989034,1.700438976,4.698417664,-0.873153208,-0.148130955,0.196942242,0.554420249,-2.92784747, 0.23646082341792996]
