0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.621444699740000010e+09,6.493999999999999773e+01,-3.638000000000000256e+01,5.309999999999999609e+00,1.000000000000000000e+00
1.621444699740000010e+09,6.506000000000000227e+01,-3.643999999999999773e+01,4.940000000000000391e+00,1.000000000000000000e+00
1.621444699769999981e+09,6.506000000000000227e+01,-3.643999999999999773e+01,4.809999999999999609e+00,1.000000000000000000e+00
1.621444699809999943e+09,6.500000000000000000e+01,-3.650000000000000000e+01,4.809999999999999609e+00,1.000000000000000000e+00
1.621444699920000076e+09,6.506000000000000227e+01,-3.650000000000000000e+01,4.690000000000000391e+00,1.000000000000000000e+00
1.621444700019999981e+09,6.512000000000000455e+01,-3.650000000000000000e+01,4.500000000000000000e+00,1.000000000000000000e+00
1.621444707809999943e+09,6.418999999999999773e+01,-3.750000000000000000e+01,4.559999999999999609e+00,2.000000000000000000e+00
1.621444707980000019e+09,6.406000000000000227e+01,-3.731000000000000227e+01,4.309999999999999609e+00,2.000000000000000000e+00
1.621444708009999990e+09,6.406000000000000227e+01,-3.738000000000000256e+01,4.250000000000000000e+00,2.000000000000000000e+00
1.621444710750000000e+09,6.386999999999999744e+01,-3.663000000000000256e+01,4.000000000000000000e+00,3.000000000000000000e+00
1.621444710789999962e+09,6.393999999999999773e+01,-3.663000000000000256e+01,3.810000000000000053e+00,3.000000000000000000e+00
1.621444710859999895e+09,6.400000000000000000e+01,-3.663000000000000256e+01,3.939999999999999947e+00,3.000000000000000000e+00
1.621444711210000038e+09,6.406000000000000227e+01,-3.675000000000000000e+01,3.500000000000000000e+00,3.000000000000000000e+00
1.621444712779999971e+09,6.038000000000000256e+01,-3.363000000000000256e+01,1.939999999999999947e+00,4.000000000000000000e+00
1.621444712920000076e+09,6.006000000000000227e+01,-3.563000000000000256e+01,3.120000000000000107e+00,4.000000000000000000e+00
1.621444712990000010e+09,6.000000000000000000e+01,-3.575000000000000000e+01,3.439999999999999947e+00,4.000000000000000000e+00
1.621444713200000048e+09,6.050000000000000000e+01,-3.568999999999999773e+01,3.620000000000000107e+00,4.000000000000000000e+00
1.621444715829999924e+09,5.681000000000000227e+01,-3.650000000000000000e+01,2.000000000000000000e+00,5.000000000000000000e+00
1.621444715880000114e+09,5.656000000000000227e+01,-3.738000000000000256e+01,2.620000000000000107e+00,5.000000000000000000e+00
1.621444715910000086e+09,5.613000000000000256e+01,-3.763000000000000256e+01,3.310000000000000053e+00,5.000000000000000000e+00
1.621444715990000010e+09,5.606000000000000227e+01,-3.788000000000000256e+01,4.190000000000000391e+00,5.000000000000000000e+00
1.621444716299999952e+09,5.663000000000000256e+01,-3.806000000000000227e+01,4.059999999999999609e+00,5.000000000000000000e+00
1.621444718779999971e+09,5.331000000000000227e+01,-3.700000000000000000e+01,3.439999999999999947e+00,6.000000000000000000e+00
1.621444718859999895e+09,5.306000000000000227e+01,-3.731000000000000227e+01,3.870000000000000107e+00,6.000000000000000000e+00
1.621444718890000105e+09,5.318999999999999773e+01,-3.725000000000000000e+01,3.870000000000000107e+00,6.000000000000000000e+00
1.621444718930000067e+09,5.331000000000000227e+01,-3.725000000000000000e+01,3.810000000000000053e+00,6.000000000000000000e+00
1.621444719029999971e+09,5.368999999999999773e+01,-3.738000000000000256e+01,3.439999999999999947e+00,6.000000000000000000e+00
1.621444721750000000e+09,5.063000000000000256e+01,-3.681000000000000227e+01,4.500000000000000000e+00,7.000000000000000000e+00
1.621444721769999981e+09,5.075000000000000000e+01,-3.675000000000000000e+01,4.750000000000000000e+00,7.000000000000000000e+00
1.621444721869999886e+09,5.156000000000000227e+01,-3.675000000000000000e+01,4.559999999999999609e+00,7.000000000000000000e+00
1.621444721920000076e+09,5.175000000000000000e+01,-3.693999999999999773e+01,4.309999999999999609e+00,7.000000000000000000e+00
1.621444721980000019e+09,5.200000000000000000e+01,-3.688000000000000256e+01,4.309999999999999609e+00,7.000000000000000000e+00
1.621444722019999981e+09,5.213000000000000256e+01,-3.700000000000000000e+01,4.190000000000000391e+00,7.000000000000000000e+00
1.621444724720000029e+09,4.806000000000000227e+01,-3.756000000000000227e+01,5.000000000000000000e+00,8.000000000000000000e+00
1.621444724799999952e+09,4.813000000000000256e+01,-3.750000000000000000e+01,5.440000000000000391e+00,8.000000000000000000e+00
1.621444724900000095e+09,4.818999999999999773e+01,-3.775000000000000000e+01,4.809999999999999609e+00,8.000000000000000000e+00
1.621444725000000000e+09,4.850000000000000000e+01,-3.775000000000000000e+01,4.690000000000000391e+00,8.000000000000000000e+00
1.621444725039999962e+09,4.850000000000000000e+01,-3.775000000000000000e+01,4.690000000000000391e+00,8.000000000000000000e+00
1.621444727710000038e+09,4.693999999999999773e+01,-3.275000000000000000e+01,-1.370000000000000107e+00,9.000000000000000000e+00
1.621444727809999943e+09,4.568999999999999773e+01,-3.481000000000000227e+01,-1.300000000000000044e-01,9.000000000000000000e+00
1.621444727890000105e+09,4.463000000000000256e+01,-3.688000000000000256e+01,2.189999999999999947e+00,9.000000000000000000e+00
1.621444727920000076e+09,4.413000000000000256e+01,-3.743999999999999773e+01,3.060000000000000053e+00,9.000000000000000000e+00
1.621444728029999971e+09,4.400000000000000000e+01,-3.800000000000000000e+01,3.439999999999999947e+00,9.000000000000000000e+00
